Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,12,MELANDRA CRESCENT,MOTTRAM,398480,394793,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,MELANDRA CRESCENT,MOTTRAM,398457,394779,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,14,MELANDRA CRESCENT,MOTTRAM,398438,394811,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,15,MELANDRA CRESCENT,MOTTRAM,398424,394826,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,16,MELANDRA CRESCENT,MOTTRAM,398426,394855,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,17,MELANDRA CRESCENT,MOTTRAM,398411,394807,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,18,MELANDRA CRESCENT,MOTTRAM,398386,394822,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,19,MELANDRA CRESCENT,MOTTRAM,398384,394849,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,20,MELANDRA CRESCENT,MOTTRAM,398401,394869,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,21,MELANDRA CRESCENT,MOTTRAM,398366,394874,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,22,MELANDRA CRESCENT,MOTTRAM,398362,394905,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,23,MELANDRA CRESCENT,MOTTRAM,398361,394936,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6A,MELANDRA CRESCENT,MOTTRAM,398479,394928,6 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,9A,MELANDRA CRESCENT,MOTTRAM,398481,394866,6 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,1,MELBOURNE STREET,DENTON,392248,394918,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MELBOURNE STREET,DENTON,392260,394885,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MELBOURNE STREET,DENTON,392289,394854,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MELBOURNE STREET,STALYBRIDGE,396270,398551,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,MELBOURNE STREET,STALYBRIDGE,396285,398520,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,MELBOURNE STREET,STALYBRIDGE,396276,398499,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,4,MELBOURNE STREET,STALYBRIDGE,396292,398469,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,5,MELBOURNE STREET,STALYBRIDGE,396285,398432,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,6,MELBOURNE STREET,STALYBRIDGE,396287,398417,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,7,MELBOURNE STREET,STALYBRIDGE,396291,398391,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,MELBOURNE STREET,STALYBRIDGE,396292,398369,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,MELBOURNE STREET,STALYBRIDGE,396294,398351,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10,MELBOURNE STREET,STALYBRIDGE,396297,398327,7 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,11,MELBOURNE STREET,STALYBRIDGE,396306,398312,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,12,MELBOURNE STREET,STALYBRIDGE,396299,398302,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,MELBOURNE STREET NORTH,ASHTON-UNDER-LYNE,394084,399616,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MELBOURNE STREET NORTH,ASHTON-UNDER-LYNE,394053,399647,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MELBOURNE STREET SOUTH,ASHTON-UNDER-LYNE,394091,399483,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MELBOURNE STREET SOUTH,ASHTON-UNDER-LYNE,394087,399519,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MELLOR ROAD,ASHTON-UNDER-LYNE,395191,398857,6 Metre,UNKNOWN/NOT APPLICABLE,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,2,MELLOR ROAD,ASHTON-UNDER-LYNE,395213,398878,6 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MELLOR ROAD,ASHTON-UNDER-LYNE,395234,398903,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MELLOR ROAD,ASHTON-UNDER-LYNE,395260,398935,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MELLOR ROAD,ASHTON-UNDER-LYNE,395277,398957,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,MELLOR ROAD,ASHTON-UNDER-LYNE,395295,398990,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MELLOR ROAD,ASHTON-UNDER-LYNE,395308,399018,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,MELLOR ROAD,ASHTON-UNDER-LYNE,395321,399047,6 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,MELLOR ROAD,ASHTON-UNDER-LYNE,395335,399076,6 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,MELLOR ROAD,ASHTON-UNDER-LYNE,395348,399108,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,MELLOR ROAD,ASHTON-UNDER-LYNE,395368,399132,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,MELLOR ROAD,ASHTON-UNDER-LYNE,395388,399160,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,MELLOR ROAD,ASHTON-UNDER-LYNE,395413,399193,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,14,MELLOR ROAD,ASHTON-UNDER-LYNE,395434,399221,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,15,MELLOR ROAD,ASHTON-UNDER-LYNE,395451,399249,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,16,MELLOR ROAD,ASHTON-UNDER-LYNE,395469,399276,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,17,MELLOR ROAD,ASHTON-UNDER-LYNE,395496,399305,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,18,MELLOR ROAD,ASHTON-UNDER-LYNE,395513,399341,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,19,MELLOR ROAD,ASHTON-UNDER-LYNE,395550,399887,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,20,MELLOR ROAD,ASHTON-UNDER-LYNE,395544,399915,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,21,MELLOR ROAD,ASHTON-UNDER-LYNE,395541,399934,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,22,MELLOR ROAD,ASHTON-UNDER-LYNE,395541,399981,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MELLOR STREET,DROYLSDEN,390016,398099,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MELLOR STREET,DROYLSDEN,389991,398077,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MELLOR STREET,DROYLSDEN,389965,398061,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MELLOR STREET,DROYLSDEN,389954,398036,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MELLOR STREET,DROYLSDEN,389930,398014,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MELTON AVENUE,DENTON,390262,395292,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MELTON AVENUE,DENTON,390282,395252,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MELTON AVENUE,DENTON,390313,395223,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MELVILLE STREET,ASHTON-UNDER-LYNE,393948,399446,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MELVILLE STREET,ASHTON-UNDER-LYNE,393943,399478,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MELVILLE STREET,ASHTON-UNDER-LYNE,393940,399509,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MELYNCOURT DRIVE,MOTTRAM,398276,395281,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MELYNCOURT DRIVE,MOTTRAM,398303,395299,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,3,MELYNCOURT DRIVE,MOTTRAM,398332,395309,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MELYNCOURT DRIVE,MOTTRAM,398358,395319,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MERE AVENUE,DROYLSDEN,389320,397992,6 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,2,MERE AVENUE,DROYLSDEN,389311,397967,6 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,1,MERE CLOSE,DENTON,390855,394990,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MERE CLOSE,DENTON,390865,394976,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MERE CLOSE,DENTON,390898,394971,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MERE CLOSE,DENTON,390926,394968,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MERESIDE,STALYBRIDGE,395816,399703,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MERESIDE,STALYBRIDGE,395803,399736,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MERESIDE,STALYBRIDGE,395809,399767,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MERESIDE,STALYBRIDGE,395768,399769,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MERESIDE,STALYBRIDGE,395744,399761,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MERESIDE,STALYBRIDGE,395846,399774,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MERESIDE,STALYBRIDGE,395875,399791,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,MERESIDE,STALYBRIDGE,395908,399765,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,MERESIDE,STALYBRIDGE,395894,399800,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,MERESIDE,STALYBRIDGE,395925,399819,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,MERESIDE,STALYBRIDGE,395961,399835,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MERLEWOOD AVENUE,AUDENSHAW,390940,398105,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MERLEWOOD AVENUE,AUDENSHAW,390951,398135,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MERLYN AVENUE,DENTON,392309,394827,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MERLYN AVENUE,DENTON,392320,394798,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MERLYN AVENUE,DENTON,392337,394772,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MERLYN AVENUE,DENTON,392342,394739,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MERTON DRIVE,DROYLSDEN,389124,398063,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MERTON DRIVE,DROYLSDEN,389157,398066,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MERTON DRIVE,DROYLSDEN,389189,398081,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MERTON DRIVE,DROYLSDEN,389218,398072,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MICKLEHURST ROAD,MOSSLEY,398412,402069,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,MICKLEHURST ROAD,MOSSLEY,398374,402073,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MICKLEHURST ROAD,MOSSLEY,398338,402062,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MICKLEHURST ROAD,MOSSLEY,398307,402066,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MICKLEHURST ROAD,MOSSLEY,398275,402055,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,MICKLEHURST ROAD,MOSSLEY,398235,402051,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MICKLEHURST ROAD,MOSSLEY,398174,402053,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,MICKLEHURST ROAD,MOSSLEY,398150,402043,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,MICKLEHURST ROAD,MOSSLEY,398111,402047,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,MICKLEHURST ROAD,MOSSLEY,398072,402044,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,MICKLEHURST ROAD,MOSSLEY,398072,402044,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,MICKLEHURST ROAD,MOSSLEY,398038,402027,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,13,MICKLEHURST ROAD,MOSSLEY,398009,402002,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,14,MICKLEHURST ROAD,MOSSLEY,398013,401989,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,MICKLEHURST ROAD,MOSSLEY,397983,401972,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,16,MICKLEHURST ROAD,MOSSLEY,397967,401951,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,17,MICKLEHURST ROAD,MOSSLEY,397933,401958,7 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,18,MICKLEHURST ROAD,MOSSLEY,397892,401968,7 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,19,MICKLEHURST ROAD,MOSSLEY,397857,401963,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,20,MICKLEHURST ROAD,MOSSLEY,397827,401971,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,21,MICKLEHURST ROAD,MOSSLEY,397793,401962,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,22,MICKLEHURST ROAD,MOSSLEY,397761,401972,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,24,MICKLEHURST ROAD,MOSSLEY,397729,401962,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,25,MICKLEHURST ROAD,MOSSLEY,397692,401964,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,26,MICKLEHURST ROAD,MOSSLEY,397665,401964,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,20A,MICKLEHURST ROAD,MOSSLEY,397812,401981,6 Metre,UNKNOWN/NOT APPLICABLE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,6A,MICKLEHURST ROAD,MOSSLEY,398204,402047,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8a,MICKLEHURST ROAD,MOSSLEY,398146,402079,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MIDDLE GREEN,ASHTON-UNDER-LYNE,394413,399756,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MIDDLE GREEN,ASHTON-UNDER-LYNE,394425,399736,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MIDDLE GREEN,ASHTON-UNDER-LYNE,394448,399730,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MIDDLE GREEN,ASHTON-UNDER-LYNE,394459,399711,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MIDDLE GREEN,ASHTON-UNDER-LYNE,394480,399740,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MIDGE HILL,MOSSLEY,397636,403558,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,2,MIDGE HILL,MOSSLEY,397691,397691,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,MIDGLEY CRESCENT,ASHTON-UNDER-LYNE,395223,399877,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILES STREET,HYDE,395700,394877,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILES STREET,HYDE,395675,394895,6 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,3,MILES STREET,HYDE,395652,394895,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILK STREET,HYDE,394709,394995,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILK STREET,HYDE,394706,394982,5 Metre,ALUMINIUM,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,3,MILK STREET,HYDE,394733,394971,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MILK STREET,HYDE,394741,394953,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MILK STREET,HYDE,394727,394942,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILL BROW,ASHTON-UNDER-LYNE,394073,402323,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILL BROW,ASHTON-UNDER-LYNE,394108,402327,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILL BROW,BROADBOTTOM,399369,393782,5 Metre,CONCRETE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,2,MILL BROW,BROADBOTTOM,399363,393754,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MILL BROW,BROADBOTTOM,399367,393726,5 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,2A,MILL BROW,BROADBOTTOM,399329,393751,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILL LANE,ASHTON-UNDER-LYNE,393698,398796,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,MILL LANE,ASHTON-UNDER-LYNE,393691,398832,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,1A,MILL LANE,ASHTON-UNDER-LYNE,393696,398793,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,MILL LANE,DENTON,393672,394201,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,MILL LANE,DENTON,393692,394224,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,MILL LANE,DENTON,393689,394255,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,4,MILL LANE,DENTON,393698,394283,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,MILL LANE,DENTON,393718,394307,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,MILL LANE,DENTON,393710,394344,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,7,MILL LANE,DENTON,393731,394379,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,MILL LANE,DENTON,393731,394419,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,MILL LANE,DENTON,393756,394453,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10,MILL LANE,DENTON,393755,394489,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,11,MILL LANE,DENTON,393779,394524,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,12,MILL LANE,DENTON,393781,394566,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,13,MILL LANE,DENTON,393806,394599,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,14,MILL LANE,DENTON,393806,394635,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,15,MILL LANE,DENTON,393816,394665,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,16,MILL LANE,DENTON,393830,394695,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,17,MILL LANE,DENTON,393851,394726,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,18,MILL LANE,DENTON,393868,394741,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,19,MILL LANE,DENTON,393894,394758,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,20,MILL LANE,DENTON,393929,394767,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,21,MILL LANE,DENTON,393962,394790,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,22,MILL LANE,DENTON,393994,394811,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,23,MILL LANE,DENTON,394008,394834,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,11A,MILL LANE,DENTON,393793,394519,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILL LANE,HYDE,394132,395150,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,MILL LANE,HYDE,394115,395132,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,3,MILL LANE,HYDE,394118,395110,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
