Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,4,MILL LANE,HYDE,394102,395065,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,MILL LANE,HYDE,394080,395040,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,6,MILL LANE,HYDE,394078,395005,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MILL LANE,HYDE,394055,394979,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,8,MILL LANE,HYDE,394053,394943,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,MILL LANE,HYDE,394030,394918,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10,MILL LANE,HYDE,394028,394883,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,11,MILL LANE,HYDE,394014,394848,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,10A,MILL LANE,HYDE,394035,394884,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11A,MILL LANE,HYDE,394048,394864,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3A,MILL LANE,HYDE,394101,395091,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3B,MILL LANE,HYDE,394105.97,395102.29,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,MILL LANE,MOSSLEY,397352,402726,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILL LANE,MOSSLEY,397360,402702,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILL LANE,MOSSLEY,397380,402679,5 Metre,WOODEN POLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILL LANE,MOSSLEY,397402,402658,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILL LANE,MOSSLEY,397424,402635,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MILL LANE,MOSSLEY,397423,402624,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MILL LANE,MOSSLEY,397438,402621,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,MILL LANE,MOSSLEY,397439,402603,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,MILL LANE,MOSSLEY,397451,402599,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,MILL LANE,MOSSLEY,397453,402564,5 Metre,WOODEN POLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,MILL LANE,MOSSLEY,397480,402552,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,MILL LANE,MOSSLEY,397492,402549,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,1,MILL STREET,HYDE,395397,395921,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILL STREET,HYDE,395389,395952,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILL STREET,HYDE,395372,395978,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILL STREET,HYDE,395352,395990,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,5,MILL STREET,HYDE,395335,396037,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,MILL STREET,HYDE,395309.53,396067.99,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,7,MILL STREET,HYDE,395296,396109,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,8,MILL STREET,HYDE,395291,396142,8 Metre,MILD STEEL,L.P.SODIUM,90 WATTS
LIGHTING COLUMN,9,MILL STREET,HYDE,395295,396207,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILL STREET,MOSSLEY,397403,401997,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILL STREET,MOSSLEY,397417,401966,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,3,MILL STREET,MOSSLEY,397440,401994,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MILL STREET,MOSSLEY,397470,401985,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILL STREET,STALYBRIDGE,397018,398437,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILL STREET,STALYBRIDGE,397038,398462,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILLBROOK AVENUE,DENTON,391883,394544,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILLBROOK AVENUE,DENTON,391866,394510,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILLBROOK AVENUE,DENTON,391850,394495,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILLBROOK AVENUE,DENTON,391841,394475,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILLBROOK AVENUE,DENTON,391823,394461,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MILLBROOK AVENUE,DENTON,391796,394449,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MILLBROOK AVENUE,DENTON,391778,394430,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,MILLBROOK AVENUE,DENTON,391747,394451,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,MILLBROOK AVENUE,DENTON,391711,394463,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,MILLBROOK AVENUE,DENTON,391692,394484,6 Metre,SLIPPER,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILLER STREET,ASHTON-UNDER-LYNE,393959,399815,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILLER STREET,ASHTON-UNDER-LYNE,393986,399844,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MILLER STREET,ASHTON-UNDER-LYNE,394020,399867,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MILLER STREET,ASHTON-UNDER-LYNE,394048,399897,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILLER STREET,ASHTON-UNDER-LYNE,394059,399922,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,MILLER STREET,ASHTON-UNDER-LYNE,394080,399942,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MILLER STREET,ASHTON-UNDER-LYNE,394106,399960,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,MILLER STREET,ASHTON-UNDER-LYNE,394123,399988,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,MILLER STREET,ASHTON-UNDER-LYNE,394154,400011,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,MILNE CLOSE,DUKINFIELD,394303.79,397618.58,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,13,MILNE CLOSE,DUKINFIELD,394297.79,397599.64,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,14,MILNE CLOSE,DUKINFIELD,394298.05,397575.61,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,MILNE CLOSE,DUKINFIELD,394322.39,397585.31,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,16,MILNE CLOSE,DUKINFIELD,394349.31,397592.16,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,17,MILNE CLOSE,DUKINFIELD,394346.96,397572.19,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILTON AVENUE,DROYLSDEN,390054,398323,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILTON AVENUE,DROYLSDEN,390036,398329,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILTON AVENUE,STALYBRIDGE,398021,399504,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILTON AVENUE,STALYBRIDGE,398044,399538,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILTON AVENUE,STALYBRIDGE,398051,399573,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILTON AVENUE,STALYBRIDGE,398070,399603,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILTON AVENUE,STALYBRIDGE,398080,399638,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MILTON AVENUE,STALYBRIDGE,398074,399673,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MILTON AVENUE,STALYBRIDGE,398077,399705,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,MILTON AVENUE,STALYBRIDGE,398098,399725,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILTON CLOSE,DUKINFIELD,396515,397343,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILTON CLOSE,DUKINFIELD,396539,397331,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MILTON CLOSE,DUKINFIELD,396555,397336,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MILTON CLOSE,DUKINFIELD,396586,397320,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MILTON CLOSE,DUKINFIELD,396604,397331,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,MILTON CLOSE,DUKINFIELD,396602,397361,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MILTON CLOSE,DUKINFIELD,396618,397393,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MILTON ROAD,AUDENSHAW,391675,398125,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILTON ROAD,AUDENSHAW,391709,398132,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILTON ROAD,AUDENSHAW,391737,398152,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILTON ROAD,AUDENSHAW,391770,398160,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILTON ROAD,AUDENSHAW,391780,398193,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MILTON ROAD,AUDENSHAW,391787,398222,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MILTON ROAD,AUDENSHAW,391787,398255,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,MILTON ROAD,AUDENSHAW,391800,398278,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILTON STREET,HYDE,394649,395951,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILTON STREET,MOSSLEY,397459,402654,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MILTON STREET,MOSSLEY,397470,402689,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MILTON STREET,MOSSLEY,397497,402757,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILTON STREET,MOSSLEY,397509,402791,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILTON VIEW,MOSSLEY,397457,402616,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILTON VIEW,MOSSLEY,397479,402630,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MILTON VIEW,MOSSLEY,397501,402654,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MILTON VIEW,MOSSLEY,397526,402683,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MILTON VIEW,MOSSLEY,397553,402714,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MILVERTON AVENUE,HYDE,397334,394525,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,2,MILVERTON AVENUE,HYDE,397304,394526,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,3,MILVERTON AVENUE,HYDE,397279,394516,6 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,4,MILVERTON AVENUE,HYDE,397284,394490,6 Metre,CONCRETE,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,1,MILVERTON WALK,HYDE,397364,394566,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MILVERTON WALK,HYDE,397376,394545,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MILVERTON WALK,HYDE,397395,394573,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MILVERTON WALK,HYDE,397409,394584,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MILVERTON WALK,HYDE,397426,394613,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MINERVA ROAD,ASHTON-UNDER-LYNE,394210,398663,5 Metre,UNKNOWN/NOT APPLICABLE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,MINSTEAD CLOSE,HYDE,396139,394026,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MINSTEAD CLOSE,HYDE,396159,394034,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MINSTEAD CLOSE,HYDE,396175,394058,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MINSTER CLOSE,DUKINFIELD,394621,396678,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MINSTER CLOSE,DUKINFIELD,394640,396697,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MINSTER CLOSE,DUKINFIELD,394661,396705,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MINSTER CLOSE,DUKINFIELD,394671,396735,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MINSTER CLOSE,DUKINFIELD,394695,396718,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MINTO STREET,ASHTON-UNDER-LYNE,393490,399591,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MINTO STREET,ASHTON-UNDER-LYNE,393485,399629,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MINTO STREET,ASHTON-UNDER-LYNE,393471,399661,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,MINTO STREET,ASHTON-UNDER-LYNE,393458,399689,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MINTO STREET,ASHTON-UNDER-LYNE,393455,399722,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,MINTO STREET,ASHTON-UNDER-LYNE,393442,399760,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,MINTO STREET,ASHTON-UNDER-LYNE,393426,399786,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,MINTO STREET,ASHTON-UNDER-LYNE,393424,399816,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,MINTO STREET,ASHTON-UNDER-LYNE,393407,399844,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,MINTO STREET,ASHTON-UNDER-LYNE,393406,399869,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,MINTO STREET,ASHTON-UNDER-LYNE,393369,399957,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,MINTO STREET,ASHTON-UNDER-LYNE,393370,399978,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MOLLETS WOOD,DENTON,393190,396053,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MOLLETS WOOD,DENTON,393212,396027,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MOLLETS WOOD,DENTON,393237,396015,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MOLLETS WOOD,DENTON,393251,396048,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MOLLETS WOOD,DENTON,393248,396029,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MOLLETS WOOD,DENTON,393265,396012,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,MOLLETS WOOD,DENTON,393279,395995,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MONA STREET,HYDE,395123,394619,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,MONA STREET,HYDE,395128,394596,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,MONA STREET,HYDE,395151,394575,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MONA STREET,HYDE,395160,394548,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,MONA STREET,HYDE,395176,394523,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394951,398929,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394948,399001,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394938,399002,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,4,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394937,399032,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394948,399063,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,6,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394940,399090,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,7,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394952,399121,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,8,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394944,399144,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394955,399168,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,10,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394947,399202,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,11,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394959,399228,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,12,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394950,399259,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,13,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394959,399282,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,14,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394952,399307,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,15,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394964,399336,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,16,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394955,399368,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,17,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394965,399405,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,18,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394956,399431,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,19,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394968,399458,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,20,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394960,399485,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,21,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394973,399517,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,22,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394963,399547,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,23,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394974,399580,8 Metre,CONCRETE,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,24,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394977,399606,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,1A,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394943,398911,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2A,MONTAGUE ROAD,ASHTON-UNDER-LYNE,394937,398961,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,MONTAGUE WAY,STALYBRIDGE,396347,398847,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MONTAGUE WAY,STALYBRIDGE,396379,398836,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MONTAGUE WAY,STALYBRIDGE,396391,398815,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MONTAGUE WAY,STALYBRIDGE,396424,398809,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MONTROSE AVENUE,DUKINFIELD,394408,397093,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,2,MONTROSE AVENUE,DUKINFIELD,394383,397127,5 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,70 WATTS
LIGHTING COLUMN,1,MOORCROFT SQUARE,HYDE,395497,396516,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,MOORCROFT SQUARE,HYDE,395489,396544,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,MOORCROFT SQUARE,HYDE,395472,396546,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,MOORCROFT SQUARE,HYDE,395453,396561,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,MOORCROFT SQUARE,HYDE,395473,396589,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,MOORCROFT SQUARE,HYDE,395494,396573,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,MOORCROFT STREET,DROYLSDEN,390502,398065,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
